,Provider_Id,HoldingCompanyName,DBAName,ProviderName,num_block
2531,47842,Newroads Telecom/Pinnacle Telecom,Pinnacle Telecom,"Vantage Telecom, LLC d/b/a Pinnacle Telecom",663
2532,47844,LICT Corporation,"Giant Communications, Inc.","Giant Communications, Inc.",1782
2533,47845,"Intelliwave, LLC",Intelliwave LLC,"Intelliwave, LLC",13093
2534,47849,"Zero Error Networks, LLC",Amigo.net,Amigo.Net,60
2535,47852,"Race Telecommunications, Inc.",Race Communications,"Race Telecommunications, Inc.",1774
2536,47855,"Blue River Networks, Inc.",BlueRiverNetworks,"Blue River Networks, Inc",1
2537,47859,"Bloomingdale Telephone Company, Inc.","Southwest Michigan Communications, Inc.","Southwest Communications, Inc. dba: Bloomingdale Communications",317
2538,47861,RainWare LLC,RainWare,RainWare,171
2539,47865,Freeway Communications LLC,"Freeway Communications, LLC",Freeway Communications,39
2540,47867,Orchard Wireless,Orchard Wireless,"AWS, Inc",13
2541,47868,"Cape Ann Communications, Inc.",Cape Ann Communications,"Cape Ann Communications, Inc.",20
2542,47870,"Guadalupe Valley Telephone Cooperative, Inc.",Guadalupe Valley Communications Systems L.P.,Guadalupe Valley Communications Systems L.P.,1389
2543,47873,Coulee Internet Services Company,Coulee Internet Services,Coulee internet services company,311
2544,47874,"Kings Bay Communications, Inc.",Kings Bay Communications,"Kings Bay Communications, Inc",1232
2545,47875,"yondoo Broadband, LLC",ProtelServicesInc,"yondoo Broadband, LLC",341
2546,47876,Wireless Internet Corp.,Wireless Internet Corp,TWIN,17100
2547,47877,LV.Net,LV.Net,LasVegas.Net,3026
2548,47879,"Port Networks, Inc.",Port Networks,"Port Networks, Inc.",368
2549,47882,JORP LLC,Skycom1,Skycom1,89
2550,47884,"LocaLoop, Inc.",All Above Satellite,"LocaLoop, Inc.",66
2551,47884,"LocaLoop, Inc.",CSI 4G Internet,"LocaLoop, Inc.",39
2552,47884,"LocaLoop, Inc.",Choice Broadband,"LocaLoop, Inc.",172
2553,47884,"LocaLoop, Inc.",Country Mile Wireless,"LocaLoop, Inc.",40
2554,47884,"LocaLoop, Inc.",Exstream Wireless,"LocaLoop, Inc.",36
2555,47884,"LocaLoop, Inc.",Lamar Wireless,"LocaLoop, Inc.",53
2556,47884,"LocaLoop, Inc.",Nixon's Solutions,"LocaLoop, Inc.",48
2557,47884,"LocaLoop, Inc.",Northern Arizona Select Net,"LocaLoop, Inc.",21
2558,47884,"LocaLoop, Inc.",Rural JetNet,"LocaLoop, Inc.",5
2559,47884,"LocaLoop, Inc.",SkyFi Inc.,"LocaLoop, Inc.",93
2560,47884,"LocaLoop, Inc.",Synkro Max Internet,"LocaLoop, Inc.",144
2561,47885,Axxis Communications/Gorge Networks,Gorge Networks,Axxis Communication Inc.,735
2562,47887,Axxis Communications/Gorge Networks,Gorge Networks,Gorge Networks Inc.,917
2563,47889,"ETex Rural Broadband, LLC",ETex Rural Broadband,"ETex Rural Broadband, LLC",6
2564,47890,Hopkinsville Electric System,Hopkinsville Electric System,Hopkinsville Electric System,881
2565,47892,Locality Networks inc,LocalityNetworks,Locality Networks inc,81
2566,47894,"DigitalPath, Inc.","DigitalPath, Inc.","DigitalPath, Inc.",4990
2567,47898,"NetDiverse, LLC",NetDiverse,"NetDiverse, LLC",2
2568,47899,"One Ring Networks, Inc.",One Ring Networks,"One Ring Networks, Inc.",1905
2569,47901,Pacific Lightwave Inc.,Pacific Lightwave Inc,Simon Bojkovsky,281
2570,47905,"Nedernet, Inc.",NedernetInc,"nedernet, inc",95
2571,47906,TampaBay DSL Inc,PBX-Change,TampaBay DSL Inc dba PBX-Change,19
2572,47909,Jump Wireless LLC,Jump Wireless,Jump Wireless LLC,44
2573,47912,Montana Internet,Montana Internet,Scott Finstad,47949
2574,47913,Town of Warwick,Warwick Broadband Service,Warwick Broadband Service,52
2575,47920,ClearBadger LLC,ClearBadger,Matthew Johnson,1
2576,47921,Stealth Communications,Stealth Communications,Stealth Communications,5851
2577,47923,"Network Tool and Die Company, Inc.",NETWORX Technologies,Networx Technologies,7
2578,47924,"High Rapid Networks, LLC",High Rapid Networks,"High Rapid Networks, LLC",218
2579,47927,International Power Systems LLC,Freeway Networks,International Power Systems LLC,20
2580,47932,ConnectTo Communications Inc.,ConnectTo,Aram Ter-Martirosyan,651
2581,47933,High Speed Idaho Internet,High Speed Idaho Internet LLC.,High Speed Idaho Internet LLC,125
2582,47937,"A Better Wireless, NISP, LLC","A Better WiISP, LLC","A Better Wireless, NISP, LLC",1381
2583,47937,"A Better Wireless, NISP, LLC","A Better Wireless, NISP, LLC","A Better Wireless, NISP, LLC",4272
2584,47937,"A Better Wireless, NISP, LLC",abetterwireless.com,"A Better Wireless, NISP, LLC",942
2585,47937,"A Better Wireless, NISP, LLC",abwmn.com,"A Better Wireless, NISP, LLC",4818
2586,47943,Christensen Communications Company,Christensen Communications,Christensen Communications Co. - CLEC,165
2587,47944,"Isotech, Inc.",KC Coyote,KC Coyote,7269
2588,47946,GigaLinx Communications LLC.,GigaLinx,GigaLinx Communications LLC.,3
2589,47951,Mayfield Electric & Water Systems,Mayfield Electric & Water,Mayfield Electric & Water,201
2590,47952,Unwired Ltd.,Unwired Ltd,Unwired Ltd,576
2591,47960,Central Park Systems Corporation,Fortis Telecom,Fortis Telecom,2
2592,47961,Grand County Internet Services Inc.,Grand County Internet Services Inc.,Eden Recor,329
2593,47963,"Island Networks, LLC",Rockisland Communications,"Island Networks, LLC",1979
2594,47964,"Tarkus Enterprises, LLC",Zumacom,Zumacom,17
2595,47965,"360 Communications, INC",360 Communications,"360 Communications, INC",92
2596,47967,Mutual Telephone Company (IA),Premier Communications,Premier Communications,2340
2597,47970,Cairo Public Utility Company,Lazernet Inc,"Lazernet, Inc.",211
2598,47971,Communications Management Group LLC,"Wisconsin Independent Network, LLC","Wisconsin Independent Network, LLC",125
2599,47972,"Southern Internet, Inc.","Southern Network Services, L.L.C.","Southern Network Services, L.L.C.",62
2600,47973,Henderson Municipal Power & Light,Henderson Municipal Power and Light,HENDERSON MUNICIPAL POWER & LIGHT,649
2601,47974,AV Wireless Inc.,AVISP,AV Wireless Inc.,9
2602,47975,"Joytel Wireless Communications, Inc.",Joytel,JOYTEL,4
2603,47976,"Spectrotel Holding Company, LLC",Spectrotel,"Spectrotel, Inc.",3465
2604,47977,Bluegrass Fiber,Bluegrass Fiber,"Bluegrass Fiber, LLC",10
2605,47978,Savage Communications Inc.,Savage Communications Inc.,Savage Communications Inc.,1583
2606,47979,"Smiling J, LLC",Hilltop Broadband,Hilltop Broadband,36
2607,47980,"Etheric Networks, Inc.","Etheric Networks, Inc.","Etheric Networks, Inc.",85777
2608,47983,"TelNet Worldwide, Inc.","Telnet Worldwide, Inc.","TelNet Worldwide, Inc.",1626
2609,47986,City Wireless,City Wireless Internet,City Wireless,1693
2610,47997,"Arrowhead Electric Cooperative, Inc.","Arrowhead Electric Cooperative, Inc.","Arrowhead Electric Cooperative, Inc.",750
2611,47998,"Hospitality Integrated Services, Inc.",Hospitality Wireless,Hospitality Wireless,190
2612,47999,"Router12 Networks, LLC",Router12 Networks,Router12 Networks,3793
2613,48000,Xtreamair LLC,Xtreamair,Xtreamair,332
2614,48002,Zinnia Networks Inc,CalDSL,Zinnia Networks Inc,441
2615,48003,Minnesota Valley Television Improvement Corporation,MVTV Wireless,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,41151
2616,48007,ACD.net,ACD.net,ACD.net,26020
2617,48011,In The Stix Broadband LLC,In The Stix Broadband,"In The Stix Broadband, LLC.",496
2618,48012,"State Telephone Company, Inc.","State Telephone Company, Inc.","State Telephone Company, Inc.",653
2619,48013,Cyber Broadband Inc.,Cyber Broadband Inc,Self,31
2620,48014,"Voo Doo Beverage Company, LLC",3rd Coast Internet,Voo Doo Beverage Company LLC,5
2621,48017,The Peoples State Bank,Peoples State Bank of Newton,The Peoples State Bank,1437
2622,48018,Brooklyn Fiber,Brooklyn Fiber,Brooklyn Fiber,138
2623,48019,"KNR Wireless, LLC","KNR Wireless, LLC.","KNR Wireless, LLC.",2716
2624,48023,Skywaves Broadband,Skywaves Broadband,Skywaves Broadband,16
2625,48025,Gifford Wireless Inc.,Gifford Wireless Inc,Gifford Wireless Inc,10
2626,48026,"Washington Broadband, Inc.",Washington Broadband Inc.,"Washington Broadband, Inc.",659
2627,48027,"Velocity Broadband Internet, Inc.","Velocity Broadband Internet, Inc.","Velocity Broadband Internet, Inc.",25
2628,48029,BySky Inc.,BySky Inc.,Bysky Inc.,30
2629,48032,Charter Communications,Charter Communications Inc,"Charter Communications, Inc.",2359157
2630,48035,Groot Internet Services,Groot Internet Services,Groot Internet Services,1
2631,48036,"American Wireless, Inc. (MO)",American Wireless Inc,"American Wireless, Inc.",188
2632,48040,Krms Products LLC,Krms Products LLC,bus deb,485
2633,48046,"BalsamWest FiberNET, LLC","BalsamWest FiberNET, LLC","BalsamWest FiberNET, LLC",53
2634,48047,"Baca Valley Telephone Company, Inc.",Baca Valley Telephone,"Baca Valley Telephone Company, Inc.",1084
2635,48049,"Baca Valley Telephone Company, Inc.",Sierra Communications Inc.,Sierra Communications,938
2636,48051,"Comspan Communications, Inc.",ComspanCommunications,"Comspan Communications f/k/aWantel, Inc.",386
2637,48060,"ImOn Communications, LLC",ImOn Communications LLC,"ImOn Communications, LLC",1835
2638,48061,Superior iNET,Superior iNET,Edgar Rental Corp/ERC Communications,10515
2639,48062,"Leaco Rural Telephone Cooperative, Inc.",Leaco Rual Telephone,Leaco Rural Telephone Cooperative,8
2640,48062,"Leaco Rural Telephone Cooperative, Inc.",Leaco Rural Telephone,Leaco Rural Telephone Cooperative,3407
2641,48062,"Leaco Rural Telephone Cooperative, Inc.",Leaco rural Telephone,Leaco Rural Telephone Cooperative,4
2642,48063,LICT Corporation,JBN Telephone Company,"JBN Telephone Company, Inc.",2446
2643,48064,Kern Valley Wireless,Kern Valley Wireless,"Kern Valley Wireless, Inc",1106
2644,48065,"Myakka Technologies, Inc.",Myakka Technologies Inc.,"Myakka Technologies, Inc.",161
2645,48066,Southwest Minnesota Broadband Services,Southwest MN Broadband Services,Southwest Minnesota Broadband Services,826
2646,48067,Fidelity Communications Company,CoBridge Communications,Fidelity Communications Co.,9104
2647,48067,Fidelity Communications Company,Cobridge Communications,Fidelity Communications Co.,9
2648,48067,Fidelity Communications Company,Fidelity Communications Co.,Fidelity Communications Co.,5530
2649,48068,"Laurel Highland Total Communications, Inc.","Lackawaxen Telecommunications Services, Inc.","Lackawaxen Telecommunications Services, Inc.",373
2650,48069,Woodstock Telephone Company,Woodstock Telephone Company,Woodstock Telephone Company,779
2651,48070,Woodstock Telephone Company,Woodstock Communications,Woodstock Telephone Company,347
2652,48072,Stayton Cooperative Telephone Company,SCTC/PTC,Stayton Cooperative Telephone Company,656
2653,48073,"Lakeland Communications, Inc.",Lakeland Communications,"Lakeland Communications Group, LLC dba Lakeland Communications",767
2654,48075,American Broadband Communications et al.,Cameron Communications,"Cameron Telephone Company, LLC",1169
2655,48077,"Range Telephone Cooperative, Inc.",RANGE CLEC,Range Telephone Cooperative Inc,302
2656,48091,South Slope Communications,South Slope Cooperative Communications,South Slope Cooperative Telephone Company,1126
2657,48092,"Skynet Country, LLC",Skynet Country,"Skynet Country, LLC",12399
2658,48109,Fire2Wire,Fire2Wire,Fire2Wire,23125
2659,48121,"Rochester Telephone Co., Inc.","RTC Communications, Corp",RTC Communications Corp.,2825
2660,48123,Ouraynet LLC,Ouraynet,Ouraynet LLC,315
2661,48124,South Slope Communications,South Slope Cooperative Communications,South Slope Cooperative Telephone Company,621
2662,48125,Three River Telco,THREE RIVER DIGITAL COMMUNICATIONS,"THREE RIVER DIGITAL CABLE, L.L.C.",773
2663,48128,Manti Telephone Company,MantiTelephoneCo,Manti Telephone Co,792
2664,48131,Big Sandy Broadband Inc.,Big Sandy Broadband,"Big Sandy Broadband, Inc.",1397
2665,48132,Chazy & Westport Telephone Corp.,Chazy & Westport Telephone,Chazy & Westport Telephone Corporation,999
2666,48136,Hooper Telephone Company,WesTel Systems,Hooper Telephone Company,766
2667,48137,"Aire Communications Group, Inc.",Aire Internet,Aire Internet,3271
2668,48138,Otelco Inc.,Otelco Mid-Missouri LLC,Otelco Mid-Missouri LLC,545
2669,48140,"ENMR Telephone Cooperative, Inc.",Plateau,"Plateau Telecommunications, Inc.",6194
2670,48141,Mid Century Telephone Co-operative,"Century Enterprises, Inc.","Century Enterprises, Inc.",613
2671,48143,Morris Broadband LLC,"Morris Broadband, LLC",Morris Broadband LLC,10531
2672,48145,West Iowa Telephone Company,WesTel Systems,West Iowa Telephone Company,1877
2673,48146,Plant Telephone Company,Plant Telephone Company,Plant Telephone Company,1184
2674,48147,"Point Broadband of Opelika, LLC",Opelika Power Services,"Point Broadband of Opelika, LLC",798
2675,48153,eastsierra.net,eastsierra.net,eastsierra.net,72
2676,48154,BreezeAir Networks LLC,breezeairnetworksllc,BreezeAir Networks LLC,1490
2677,48156,"Total Radio Service, Inc.",Total Radio,Total Radio Service,68
2678,48159,"Telapex, Inc.",Franklin Telephone Co. Inc.,"Franklin Telephone Co., Inc.",3959
2679,48160,"Airosurf Communications, Inc.",Airosurf Communications,"Airosurf Communications, Inc.",522
2680,48162,"May, Bott et al.",Direct Communications Rockland,"Direct Communications Rockland, Inc.",633
2681,48163,Nortex Communications,Nortex Communications,Muenster Tel Corp of Texas d/b/a Nortex Communications,838
2682,48165,Delta High Speed Internet,Delta High Speed Internet,Delta High Speed Internet,1356
2683,48166,NexGenAccess Inc.,NexGenAccess,NexGenAccess Inc.,338
2684,48167,"Troy Cablevision, Inc.","Union Springs Telephone Co.,Inc.","Union Springs Telephone Co.,Inc.",1019
2685,48169,Zetalink LP,ZetaLink,Zetalink LP,47
2686,48173,WLanJV Inc.,WiFiby CV,WLanJV Inc.,154
2687,48174,"Fulair, LLC",FulAir Wireless,"Fulair,LLC",44
2688,48175,Glenwood Telephone Company,Glenwood Telephone Company,Glenwood Telephone Company,110
2689,48177,SPITwSPOTS Inc.,SPITwSPOTS,SPITwSPOTS Inc.,1325
2690,48178,CTS Telecommunications Corporation,CTS Telecom Inc,Climax Telephone Company,408
2691,48179,"Encore Communications, Inc.",Encore Communications,"Encore Communications, Inc.",24
2692,48180,CTS Telecommunications Corporation,CTS Telecom Inc,Climax Telephone Company,14583
2693,48182,"Tri-Co Technologies, LLC",Crosslake Communications,"Tri-Co Technologies, LLC",49
2694,48185,Nunn Telephone Company,Nunn Telephone Company,"Nunn Communications, LLC",243
2695,48186,Park Region Mutual Telephone Company,Otter Tail Telcom,Otter Tail Telcom LLC,1390
2696,48187,Gonthier Inc.,REACH4 Communications,Gonthier Inc.,3254
2697,48188,"@Link Services, LLC",AtLink Services LLC,"@Link Services, LLC",312
2698,48190,"JTM Broadband, LLC","JTM Broadband, LLC","JTM Broadband, LLC",2387
2699,48191,Red River Rural Telephone Association,RED RIVER COMMUNICATIONS,"Red River Rural Telephone Association, Inc.",5667
2700,48193,"Pulaski White Rural Telephone Coop., Inc.",LightStream,Pulaski White Rural Telephone Cooperative Inc,958
2701,48194,"Collins Communications, Inc.",Collins Communications,COLLINS COMMUNICATIONS INC.,604
2702,48196,"Midstate Communications, Inc. (SD)",Midstate Communications Inc.,"Midstate Communications, Inc.",2695
2703,48197,"Fool Creek Wireless, LLC",Fool Creek Wireless,Fool Creek Wireless,27
2704,48198,The Champaign Telephone Company,CT Communications Network Inc,"CT Communications Network, Inc.",641
2705,48200,Empire Telephone Corporation/North Penn Telephone Company,Empire Long Distance Corporation,Empire Long Distance Corporation,2413
2706,48201,Wifi Squared LLC,Wifisquared LLC,Wifi Squared,26
2707,48203,"CoomZoom Communications, LLC",commZoom,"CommZoom, LLC",4488
2708,48205,Citizens Mutual Telephone Cooperative,Citizens Mutual Telephone Cooperative,Citizens Mutual Telephone Cooperative,1511
2709,48206,GCI Holdings LLC,GCI Communication Corp.,GCI Communication Corp.,13406
2710,48206,GCI Holdings LLC,"Supervision, Inc.",GCI Communication Corp.,303
2711,48209,"Cass Communications Management, Inc.",Cass Telephone Company,Cass Telephone Company,1265
2712,48210,"laser image, Inc.","laser image, inc.","laser image, inc.",38
2713,48211,"Valley Telephone Cooperative, Inc. (AZ/NM)",Valley Telecom Group,"Valley Connections, LLC",1508
2714,48212,"Schurz Communications, Inc.",Orbitel Communications,Orbitel Communications,1521
2715,48214,Northeast Rural Services,"BOLT Fiber Optic Services, Inc.",NORTHEAST RURAL SERVICES,2353
2716,48216,"Front Range Internet, Inc.",Front Range Internet,"Front Range Internet, Inc.",58
2717,48217,Telephone Electronics Corporation,"West Tennessee Telephone Company, Inc.","West Tennessee Telephone Co., Inc.",1831
2718,48219,"Troy Cablevision, Inc.",TroyCablevisionInc,"Troy Cablevision, Inc.",6203
2719,48220,"Triangle Telephone Cooperative Assn., Inc.",Triangle Communications,Triangle Communication Systems Inc,95
2720,48220,"Triangle Telephone Cooperative Assn., Inc.",Triangle Mobile,Triangle Communication Systems Inc,678
2721,48221,"Clarity Telecom, LLC",Vast Broadband,"Clarity Telecom, LLC DBA Vast Broadband",10735
2722,48222,"USConnect Holdings, Inc.","Elsie Communications, Inc","Elsie Communications, Inc.",437
2723,48224,"USConnect Holdings, Inc.",Dalton Telephone Co.,"Dalton Telephone Company, Inc.",2635
2724,48225,BounceLinx,BOUNCELINX,Bouncelinx,12
2725,48226,Bayou Cable Inc.,Bayou Cable Inc,Bayou Cable Inc,444
2726,48227,Illinois Electric Cooperative,Illinois Electric Cooperative,Illinois Rural Electric Cooperative,2018
2727,48228,Tohono O'Odham Utility Authority,Tohono O'odham Utility Authority,Tohono O'odham Utility Authority,374
2728,48229,Wisper ISP Inc.,Wisper ISP,"Wisper ISP, INC",105562
2729,48230,FDF Communications Co.,FDF Communications Company,"FDF Communications Co., dba BPS Networks",17868
2730,48231,Roggen Telephone Cooperative Company,Roggen Enterprises Broadband LLC,Roggen Enterprises Broadband LLC,434
2731,48232,"Transwave Communications Systems, Inc.",Transwave,TRANSWAVE COMMUNICATIONS SYSTEMS,116
2732,48233,"Hargray Communications Group, Inc.",ComSouth,"ComSouth Telenet, Inc.",3309
2733,48235,Cincinnati Bell Inc.,Cincinnati Bell Extended Territories LLC,Cincinnati Bell Extended Territories LLC,2190
2734,48237,"Digital Connections, Inc.",Prodigi,"Digital Connections, Inc.",141
2735,48238,Cincinnati Bell Inc.,Cincinnati Bell Telephone Company LLC,Cincinnati Bell Telephone Company LLC,29860
2736,48241,FDF Communications Co.,BPS Telephone Company,BPS Telephone Company,2060
2737,48248,Wilkes Telephone Membership Corporation,Wilkes Communications Inc.,WILKES TELEPHONE MEMBERSHIP CORP,1910
2738,48249,Wilkes Telephone Membership Corporation,Wilkes Communications Inc.,"Wilkes Communications, Inc.",771
2739,48251,"AirFiber, Inc.",AirFiber,"Air Fiber, Inc.",2505
2740,48255,"LR Communications, Inc.",LR Communications Inc,LR COMPUTER SERVICES,19
2741,48257,"Fort Mojave Telecommunications, Inc.","Fort Mojave Telecommunications, Inc.","Fort Mojave Telecommunications, Inc.",124
2742,48258,"Ting, Inc.",TingFiber,Ting Inc.,690
2743,48259,"Northwest Programming, Inc.","Northwest Programming, Inc.","Northwest Programming, Inc.",58
2744,48261,Wilkes Telephone Membership Corporation,TriCounty Telecom,Tri-County Telephone Membership Corp.,718
2745,48262,Heart of Iowa Communications Cooperative,Heart of Iowa Communications Cooperative,Heart of Iowa Communications Cooperative,1539
2746,48264,Txol Internet Inc.,TXOL Internet,TXOL Internet Inc.,287
2747,48265,"Wired or Wireless, Inc.",Wired or Wireless,"Wired or Wireless, Inc.",161
2748,48265,"Wired or Wireless, Inc.","Wired or Wireless, Inc","Wired or Wireless, Inc.",29743
2749,48266,"USConnect Holdings, Inc.",South Park,South Park Telephone Company,2101
2750,48267,ICS Advanced Technologies,ICS Advanced Technologies,"Internet Consulting Services, LLC",199
2751,48269,"Magazine Telephone Company, Inc.",MagazineTelephoneCompany,Magtel Cellular,632
2752,48270,Gtek Communications,Gtek Communications,Gtek Computers & Wireless L.L.C.,233
2753,48271,"OneTone Telecom, Inc.",OneTone Telcom Inc,"OneTone Telecom, Inc.",454
2754,48273,"South Central Utah Telephone Association, Inc.",South Central UT Telephone Assn,"South Central Utah Telephone Association, Inc.",23709
2755,48275,"NEC Cloud Communications America, Inc.","NEC Cloud Communications America, Inc.","NEC Cloud Communications America, Inc.",10
2756,48277,Kit Carson Electric Cooperative Inc.,Kit Carson Telecom,Kit Carson Electric Cooperative Inc.,23
2757,48278,"BullsEye Telecom, Inc.",Bullseye,"BullsEye Telecom, Inc.",660
2758,48280,Mission Valley Communications,"Mission Valley Communications, LLC.",Mission Valley Communications,1840
2759,48281,"Oso Internet Solutions, LLC",Oso Internet Solutions  LLC,"Oso Internet Solutions, LLC",1047
2760,48285,"Windstream Holdings, Inc.",Windstream Pennsylvania LLC.,"Windstream Pennsylvania, LLC",27801
2761,48287,"M-22 Internet Project, LLC",M-22 Internet Project LLC,"M-22 Internet Project, LLC",8
2762,48289,Nucla-Naturita Telephone Company,Nucla-Naturita Telephone Company,Nucla-Naturita Telephone Company,343
2763,48290,Cincinnati Bell Inc.,Hawaiian Telcom Inc,"Hawaiian Telcom, Inc.",35135
2764,48292,Benton Ridge Telephone Company,Watch Communications,W A T C H TV,138264
2765,48293,Bridger Valley Electric Association Inc.,Bridger Valley Electric Association Inc,Bridger Valley Electric Association Inc,175
2766,48297,Netzyp,Netzyp,Netzyp,5
2767,48298,"Rural Waves, LLC",RuralWaves,RuralWaves Wireless Internet,193
2768,48300,Shenandoah Telecommunications Company,Shentel,Shenandoah Telecommunications Company,31797
2769,48303,"HC Wireless, LLC",Hill Country Wireless  Technology,"HC Wireless, LLC",6
2770,48304,Cypress Break,"Scott County Telephone Company, LLC","Scott County Telephone Company, LLC",57
2771,48305,DR Enterprises LLC,DR Internet,DR Internet,33
2772,48307,"Great Plains Communications, Inc.","Great Plains Communications, Inc.","Great Plains Broadband, Inc.",3892
2773,48308,Cooperative Light & Power,Cooperative Light & Power,"Cooperative Light & Power Association of Lake County, Inc.",1853
2774,48309,Wood County Telephone Company,Solarus,"Wood County Telephone Company,  DBA",2883
2775,48310,Kraus Electronics Systems Inc.,KRAUS ELECTRONIC SYSTEMS INC.,Kraus Electronics Systems Inc.,794
2776,48314,Glenwood Telephone Membership Corp.,Glenwood Telecommunications Inc,Glenwood Telecommunications Inc.,12864
2777,48315,Glenwood Telephone Membership Corporation,Glenwood Telephone Membership Corp,Glenwood Telephone Membership Corporation,2075
2778,48316,Glenwood Telephone Membership Corp.,Glenwood Network Services Inc,"Glenwood Network Services, Inc",612
2779,48317,"Napa Internet Services, Inc.",Napanet Internet Services,"Napa Internet Services, Inc.",3187
2780,48319,"Hilliary Communications, LLC",Southern Plains Cable,"Southern Plains Cable, LLC",516
2781,48327,Davis Communications Inc.,Davis Communications Inc,Davis Communications Inc,616
2782,48329,"LightSpeed Commincations, LLC",LightSpeed Communications,Lebel Tim,1990
2783,48332,"Clay County Rural Telephone Cooperative, Inc.",Endeavor,Clay County Rural Telephone Cooperative Inc,2089
2784,48334,"Stratos Networks, LLC",Stratos Networks,"Stratos Networks, LLC",5512
2785,48337,"Tri County Telephone Association, Inc.",TRI COUNTY,"TRI County Telephone Association, Inc.",1122
2786,48337,"Tri County Telephone Association, Inc.","TRI County Telephone Association, Inc.","TRI County Telephone Association, Inc.",9514
2787,48338,"VGI Technology, Inc.","VGI Technology, Inc.",VGI Technology,75
2788,48339,SOS Communications LLC,SOS Communications,SOS Communications LLC,16921
2789,48340,"Consolidated Communications, Inc.",Consolidated Communications,"Consolidated Communications Holdings, Inc.",8297
2790,48341,Nez Perce Tribe,Nez Perce Tribe,Nez Perce Tribe,395
2791,48342,"WiFires Communications, LLC",WiFires Communications LLC,"WiFires Communications, LLC",344
2792,48342,"WiFires Communications, LLC",Wifires,"WiFires Communications, LLC",3935
2793,48343,"Absaraka Cooperative Telephone Co., Inc.",Absaraka Cooperative Telephone Co Inc,"Absaraka Cooperative Telephone Co., Inc.",56
2794,48344,"Respond Communications, Inc.",Montrose Mutual Telephone Company,Montrose Mutual Telephone Co.,786
2795,48351,"Hilliary Communications, LLC",Southern Plains Cable,Medicine Park Telephone Company,131
2796,48354,Oklahoma Western Telephone Company,Oklahoma Western Telephone Company,Oklahoma Western Telephone Company,1399
2797,48357,"Hilliary Communications, LLC",Electra Telephone Co,Electra Telephone Company,528
2798,48358,"Hilliary Communications, LLC",Tatum Telephone Co,Tatum Telephone Company,133
2799,48364,Hawk Networks,Althea,Hawk Networks,1
2800,48365,"May, Bott et al.","Star Telephone Company, Inc.","Star Telephone Company, Inc.",488
2801,48369,City of Barnesville Municipal Telephone,Barnesville Municipal Telephone,CITY OF BARNESVILLE,118
2802,48370,"West Wisconsin Telcom Cooperative, Inc.",24-7 Telcom,West Wisconsin Telcom Cooperative Inc,511
2803,48377,"Windstream Holdings, Inc.","BOB, LLC",Business Only Broadband,51937
2804,48378,Airhawk Wireless,airhawkwireless,Airhawk wireless,28
2805,48381,"New Hope Telephone Cooperative, Inc. (AL)","New Hope Telephone Cooperative, Inc.",New Hope Telephone Cooperative,1158
2806,48383,"Bellaire Television Cable Company, Inc.",Bellaire TV Cable Co,Bellaire Television Cable Co. Inc,66
2807,48386,Google Fiber Inc.,"Google Fiber Kentucky, LLC","Google Fiber Kentucky, LLC",311
2808,48387,614mesh,614mesh,614mesh,79
2809,48388,Wireless Broadband Solutions Inc.,WBS Inc.,WBS Inc.,416
2810,48391,Winn Telephone Company,Winn Telecom,Winn Telephone DBA Winn Telecom,1658
2811,48391,Winn Telephone Company,Winn Telephone,Winn Telephone DBA Winn Telecom,236
2812,48393,"Salsgiver, Inc.",Salsgiver,"Salsgiver Telecom, Inc.",267
2813,48394,"Pinpoint Holdings, Inc.",Accipiter Communications Incorporated,Accipiter Communications Incorporated,276
2814,48399,HTC Holding Co.,HarrisonvilleTelephoneCompany,Harrisonville Telephone Company,2469
2815,48401,"Home Town Cable TV, LLC",Home Town Cable TV LLC,"Home Town Cable TV, LLC",271
2816,48402,Otelco Inc.,Otelco,Mid-Maine TelPlus LLC,592
2817,48403,"Hayneville Holding Company, Inc.",CamelliaC,"HAYNEVILLE FIBER TRANSPORT, INC.",1708
2818,48404,"Newmax, LLC",Intermax Networks,NewMax LLC,8348
2819,48405,"Pencor Services, Inc.",Palmerton Telephone Co,Palmerton Telephone Co,1058
2820,48406,Neptune Holding US Corp.,Suddenlink Communications,Suddenlink Communications,231804
2821,48407,CoquiTel LLC,COQUITEL LLC,COQUITEL LLC,18
2822,48415,"Konceptio Data Services, LLC",KDS Networks,"Konceptio Data Services, LLC",323
2823,48422,Canby Telephone Association,DirectLink,Canby Telephone Association,585
2824,48423,Canby Telephone Association,DirectLink,Mount Angel Telephone Company,165
2825,48424,"Origin Networks, LLC",Infostructure,"Origin Networks, LLC",993
2826,48425,North-State Telephone Co. (NC),North State Communications,North State Telephone Company dba North State Communications,20013
2827,48426,"Consolidated Communications, Inc.",Consolidated Communications,"Consolidated Communications Holdings, Inc.",18626
2828,48429,"Tel-Star Cablevision, Inc.","Tel-Star Cablevision, Inc.","Tel-Star Cablevision, Inc.",1097
2829,48430,The Ridgeville Telephone Company,Rtec Communications Inc,"Rtec Communications, Inc.",317
2830,48433,The Lawrence Holdings Group LLC,LawrenceHoldingsGroupLLC,Jonathan Lawrence,1
2831,48437,"X-Tech, LLC",XTech,Christopher Renner,1
2832,48438,DM Wireless LLC,DM Wireless LLC,DM Wireless LLC,62757
2833,48439,Bertram Communications LLC,Bertram Internet,Bertram Internet,33155
